"productkey","productcode","productname","manufacturer","brand","color","weightunit","weight","cost","price","categorykey","categoryname","subcategorykey","subcategoryname"
168,202003,"SV 16xDVD M310 Black","Southridge Video","Southridge Video","Black","pounds","5.6","59.32","129",2,"TV and Video",202,"VCD & DVD"
169,202004,"SV 16xDVD M320 Black","Southridge Video","Southridge Video","Black","pounds","6.4","54.72","119",2,"TV and Video",202,"VCD & DVD"
170,202005,"SV 16xDVD M330 Black","Southridge Video","Southridge Video","Black","pounds","8","50.13","109",2,"TV and Video",202,"VCD & DVD"
171,202006,"SV 16xDVD E340 Black","Southridge Video","Southridge Video","Black","pounds","6.9","45.53","99",2,"TV and Video",202,"VCD & DVD"
172,202007,"SV 22xDVD X680 Black","Southridge Video","Southridge Video","Black","pounds","6.2","55.99","169",2,"TV and Video",202,"VCD & DVD"
173,202008,"SV 8xDVD E120 Black","Southridge Video","Southridge Video","Black","pounds","7.2","45.83","89.9",2,"TV and Video",202,"VCD & DVD"
174,202009,"SV 22xDVD M600 Black","Southridge Video","Southridge Video","Black","pounds","6.6","43.04","129.9",2,"TV and Video",202,"VCD & DVD"
175,202010,"SV 16xDVD M350 Black","Southridge Video","Southridge Video","Black","pounds","7.3","53.76","116.9",2,"TV and Video",202,"VCD & DVD"
176,202011,"SV 16xDVD M360 Black","Southridge Video","Southridge Video","Black","pounds","9","58.36","126.9",2,"TV and Video",202,"VCD & DVD"
177,202012,"SV 8xDVD E130 Black","Southridge Video","Southridge Video","Black","pounds","5.4","29.01","56.9",2,"TV and Video",202,"VCD & DVD"
178,202013,"SV 8xDVD E140 Black","Southridge Video","Southridge Video","Black","pounds","7.2","33.65","66",2,"TV and Video",202,"VCD & DVD"
179,202014,"SV 16xDVD M300 Silver","Southridge Video","Southridge Video","Silver","pounds","7.4","54.72","119",2,"TV and Video",202,"VCD & DVD"
180,202015,"SV 8xDVD E100 Silver","Southridge Video","Southridge Video","Silver","pounds","8","35.18","69",2,"TV and Video",202,"VCD & DVD"
181,202016,"SV 16xDVD M310 Silver","Southridge Video","Southridge Video","Silver","pounds","7.2","59.32","129",2,"TV and Video",202,"VCD & DVD"
182,202017,"SV 16xDVD M320 Silver","Southridge Video","Southridge Video","Silver","pounds","6.2","54.72","119",2,"TV and Video",202,"VCD & DVD"
183,202018,"SV 16xDVD M330 Silver","Southridge Video","Southridge Video","Silver","pounds","8","50.13","109",2,"TV and Video",202,"VCD & DVD"
184,202019,"SV 16xDVD E340 Silver","Southridge Video","Southridge Video","Silver","pounds","6.9","45.53","99",2,"TV and Video",202,"VCD & DVD"
185,202020,"SV 22xDVD X680 Silver","Southridge Video","Southridge Video","Silver","pounds","6.2","55.99","169",2,"TV and Video",202,"VCD & DVD"
186,202021,"SV 8xDVD E120 Silver","Southridge Video","Southridge Video","Silver","pounds","7.2","45.83","89.9",2,"TV and Video",202,"VCD & DVD"
187,202022,"SV 22xDVD M600 Silver","Southridge Video","Southridge Video","Silver","pounds","6.6","43.04","129.9",2,"TV and Video",202,"VCD & DVD"
188,202023,"SV 16xDVD M350 Silver","Southridge Video","Southridge Video","Silver","pounds","7.3","53.76","116.9",2,"TV and Video",202,"VCD & DVD"
189,202024,"SV 16xDVD M360 Silver","Southridge Video","Southridge Video","Silver","pounds","9","58.36","126.9",2,"TV and Video",202,"VCD & DVD"
190,202025,"SV 8xDVD E130 Silver","Southridge Video","Southridge Video","Silver","pounds","5.4","29.01","56.9",2,"TV and Video",202,"VCD & DVD"
191,202026,"SV 8xDVD E140 Silver","Southridge Video","Southridge Video","Silver","pounds","7.2","33.65","66",2,"TV and Video",202,"VCD & DVD"
192,203001,"Litware Home Theater System 4.1 Channel M410 Black","Litware, Inc.","Litware","Black","pounds","33.1","275.46","599",2,"TV and Video",203,"Home Theater System"
193,203002,"Litware Home Theater System 5.1 Channel M511 Black","Litware, Inc.","Litware ","Black","pounds","62","321.44","699",2,"TV and Video",203,"Home Theater System"
194,203003,"Litware Home Theater System 2.1 Channel E210 Black","Litware, Inc.","Litware ","Black","pounds","34","152.44","299",2,"TV and Video",203,"Home Theater System"
195,203004,"Litware Home Theater System 5.1 Channel M510 Black","Litware, Inc.","Litware ","Black","pounds","44.1","293.85","639",2,"TV and Video",203,"Home Theater System"
196,203005,"Litware Home Theater System 2.1 Channel E211 Black","Litware, Inc.","Litware ","Black","pounds","11.4","137.6","269.9",2,"TV and Video",203,"Home Theater System"
197,203006,"Litware Home Theater System 2.1 Channel E212 Black","Litware, Inc.","Litware ","Black","pounds","37.2","152.9","299.9",2,"TV and Video",203,"Home Theater System"
198,203007,"Litware Home Theater System 4.1 Channel M411 Black","Litware, Inc.","Litware","Black","pounds","19","275.46","599",2,"TV and Video",203,"Home Theater System"
199,203008,"Litware Home Theater System 4.1 Channel M412 Black","Litware, Inc.","Litware ","Black","pounds","41","261.66","569",2,"TV and Video",203,"Home Theater System"
200,203009,"Litware Home Theater System 4.1 Channel M413 Black","Litware, Inc.","Litware","Black","pounds","7.5","252.47","549",2,"TV and Video",203,"Home Theater System"
201,203010,"Litware Home Theater System 5.1 Channel M512 Black","Litware, Inc.","Litware ","Black","pounds","11.4","321.44","699",2,"TV and Video",203,"Home Theater System"
202,203011,"Litware Home Theater System 5.1 Channel M513 Black","Litware, Inc.","Litware ","Black","pounds","65","316.85","689",2,"TV and Video",203,"Home Theater System"
203,203012,"Litware Home Theater System 7.1 Channel M710 Black","Litware, Inc.","Litware ","Black","pounds","34","264.72","799",2,"TV and Video",203,"Home Theater System"
204,203013,"Litware Home Theater System 7.1 Channel X711 Black","Litware, Inc.","Litware ","Black","pounds","30.5","367.43","1109",2,"TV and Video",203,"Home Theater System"
205,203014,"Litware Home Theater System 5.1 Channel M514 Black","Litware, Inc.","Litware ","Black","pounds","32","275.46","599",2,"TV and Video",203,"Home Theater System"
206,203015,"Litware Home Theater System 5.1 Channel M515 Black","Litware, Inc.","Litware","Black","pounds","73","261.66","569",2,"TV and Video",203,"Home Theater System"
207,203016,"Litware Home Theater System 5.1 Channel M516 Black","Litware, Inc.","Litware ","Black","pounds","90.8","266.26","579",2,"TV and Video",203,"Home Theater System"
208,203017,"Litware Home Theater System 4.1 Channel M410 Silver","Litware, Inc.","Litware","Silver","pounds","32.3","275.46","599",2,"TV and Video",203,"Home Theater System"
209,203018,"Litware Home Theater System 5.1 Channel M511 Silver","Litware, Inc.","Litware ","Silver","pounds","37.5","321.44","699",2,"TV and Video",203,"Home Theater System"
210,203019,"Litware Home Theater System 2.1 Channel E210 Silver","Litware, Inc.","Litware ","Silver","pounds","40","152.44","299",2,"TV and Video",203,"Home Theater System"
211,203020,"Litware Home Theater System 5.1 Channel M510 Silver","Litware, Inc.","Litware ","Silver","pounds","11","293.85","639",2,"TV and Video",203,"Home Theater System"
212,203021,"Litware Home Theater System 2.1 Channel E211 Silver","Litware, Inc.","Litware ","Silver","pounds","48","137.6","269.9",2,"TV and Video",203,"Home Theater System"
213,203022,"Litware Home Theater System 2.1 Channel E212 Silver","Litware, Inc.","Litware ","Silver","pounds","66","152.9","299.9",2,"TV and Video",203,"Home Theater System"
214,203023,"Litware Home Theater System 4.1 Channel M411 Silver","Litware, Inc.","Litware","Silver","pounds","84","275.46","599",2,"TV and Video",203,"Home Theater System"
215,203024,"Litware Home Theater System 4.1 Channel M412 Silver","Litware, Inc.","Litware ","Silver","pounds","33.1","261.66","569",2,"TV and Video",203,"Home Theater System"
216,203025,"Litware Home Theater System 4.1 Channel M413 Silver","Litware, Inc.","Litware","Silver","pounds","62","252.47","549",2,"TV and Video",203,"Home Theater System"
217,203026,"Litware Home Theater System 5.1 Channel M512 Silver","Litware, Inc.","Litware ","Silver","pounds","34","321.44","699",2,"TV and Video",203,"Home Theater System"
218,203027,"Litware Home Theater System 5.1 Channel M513 Silver","Litware, Inc.","Litware ","Silver","pounds","44.1","316.85","689",2,"TV and Video",203,"Home Theater System"
219,203028,"Litware Home Theater System 7.1 Channel M710 Silver","Litware, Inc.","Litware ","Silver","pounds","11.4","264.72","799",2,"TV and Video",203,"Home Theater System"
220,203029,"Litware Home Theater System 7.1 Channel X711 Silver","Litware, Inc.","Litware ","Silver","pounds","37.2","367.43","1109",2,"TV and Video",203,"Home Theater System"
221,203030,"Litware Home Theater System 5.1 Channel M514 Silver","Litware, Inc.","Litware ","Silver","pounds","19","275.46","599",2,"TV and Video",203,"Home Theater System"
222,203031,"Litware Home Theater System 5.1 Channel M515 Silver","Litware, Inc.","Litware","Silver","pounds","41","261.66","569",2,"TV and Video",203,"Home Theater System"
223,203032,"Litware Home Theater System 5.1 Channel M516 Silver","Litware, Inc.","Litware ","Silver","pounds","7.5","266.26","579",2,"TV and Video",203,"Home Theater System"
224,203033,"Litware Home Theater System 4.1 Channel M410 Brown","Litware, Inc.","Litware","Brown","pounds","11.4","275.46","599",2,"TV and Video",203,"Home Theater System"
225,203034,"Litware Home Theater System 5.1 Channel M511 Brown","Litware, Inc.","Litware ","Brown","pounds","65","321.44","699",2,"TV and Video",203,"Home Theater System"
226,203035,"Litware Home Theater System 2.1 Channel E210 Brown","Litware, Inc.","Litware ","Brown","pounds","34","152.44","299",2,"TV and Video",203,"Home Theater System"
227,203036,"Litware Home Theater System 5.1 Channel M510 Brown","Litware, Inc.","Litware ","Brown","pounds","30.5","293.85","639",2,"TV and Video",203,"Home Theater System"
228,203037,"Litware Home Theater System 2.1 Channel E211 Brown","Litware, Inc.","Litware ","Brown","pounds","32","137.6","269.9",2,"TV and Video",203,"Home Theater System"
229,203038,"Litware Home Theater System 2.1 Channel E212 Brown","Litware, Inc.","Litware ","Brown","pounds","73","152.9","299.9",2,"TV and Video",203,"Home Theater System"
230,203039,"Litware Home Theater System 4.1 Channel M411 Brown","Litware, Inc.","Litware","Brown","pounds","90.8","275.46","599",2,"TV and Video",203,"Home Theater System"
231,203040,"Litware Home Theater System 4.1 Channel M412 Brown","Litware, Inc.","Litware ","Brown","pounds","32.3","261.66","569",2,"TV and Video",203,"Home Theater System"
232,203041,"Litware Home Theater System 4.1 Channel M413 Brown","Litware, Inc.","Litware","Brown","pounds","37.5","252.47","549",2,"TV and Video",203,"Home Theater System"
233,203042,"Litware Home Theater System 5.1 Channel M512 Brown","Litware, Inc.","Litware ","Brown","pounds","40","321.44","699",2,"TV and Video",203,"Home Theater System"
234,203043,"Litware Home Theater System 5.1 Channel M513 Brown","Litware, Inc.","Litware ","Brown","pounds","11","316.85","689",2,"TV and Video",203,"Home Theater System"
235,203044,"Litware Home Theater System 7.1 Channel M710 Brown","Litware, Inc.","Litware ","Brown","pounds","48","264.72","799",2,"TV and Video",203,"Home Theater System"
236,203045,"Litware Home Theater System 7.1 Channel X711 Brown","Litware, Inc.","Litware ","Brown","pounds","66","367.43","1109",2,"TV and Video",203,"Home Theater System"
237,203046,"Litware Home Theater System 5.1 Channel M514 Brown","Litware, Inc.","Litware ","Brown","pounds","84","275.46","599",2,"TV and Video",203,"Home Theater System"
238,203047,"Litware Home Theater System 5.1 Channel M515 Brown","Litware, Inc.","Litware","Brown","pounds","33.1","261.66","569",2,"TV and Video",203,"Home Theater System"
239,203048,"Litware Home Theater System 5.1 Channel M516 Brown","Litware, Inc.","Litware ","Brown","pounds","62","266.26","579",2,"TV and Video",203,"Home Theater System"
240,203049,"Contoso Home Theater System 2.1 Channel E1200 Black","Contoso, Ltd","Contoso","Black","pounds","34","152.44","299",2,"TV and Video",203,"Home Theater System"
241,203050,"Contoso Home Theater System 2.1 Channel M1210 Black","Contoso, Ltd","Contoso","Black","pounds","44.1","167.73","329",2,"TV and Video",203,"Home Theater System"
242,203051,"Contoso Home Theater System 7.1 Channel M1700 Black","Contoso, Ltd","Contoso","Black","pounds","11.4","294.54","889",2,"TV and Video",203,"Home Theater System"
243,203052,"Contoso Home Theater System 4.1 Channel M1400 Black","Contoso, Ltd","Contoso","Black","pounds","37.2","208.52","409",2,"TV and Video",203,"Home Theater System"
244,203053,"Contoso Home Theater System 5.1 Channel M1500 Black","Contoso, Ltd","Contoso","Black","pounds","19","197.28","429",2,"TV and Video",203,"Home Theater System"
245,203054,"Contoso Home Theater System 5.1 Channel M1510 Black","Contoso, Ltd","Contoso","Black","pounds","41","224.87","489",2,"TV and Video",203,"Home Theater System"
246,203055,"Contoso Home Theater System 4.1 Channel M1410 Black","Contoso, Ltd","Contoso","Black","pounds","7.5","167.73","329",2,"TV and Video",203,"Home Theater System"
247,203056,"Contoso Home Theater System 5.1 Channel M1520 Black","Contoso, Ltd","Contoso","Black","pounds","11.4","155.89","339",2,"TV and Video",203,"Home Theater System"
248,203057,"Contoso Home Theater System 5.1 Channel M1530 Black","Contoso, Ltd","Contoso","Black","pounds","65","183.49","399",2,"TV and Video",203,"Home Theater System"
249,203058,"Contoso Home Theater System 2.1 Channel E1220 Black","Contoso, Ltd","Contoso","Black","pounds","34","101.46","199",2,"TV and Video",203,"Home Theater System"
250,203059,"Contoso Home Theater System 5.1 Channel M1540 Black","Contoso, Ltd","Contoso","Black","pounds","30.5","243.27","529",2,"TV and Video",203,"Home Theater System"
251,203060,"Contoso Home Theater System 4.1 Channel M1420 Black","Contoso, Ltd","Contoso","Black","pounds","32","244.72","480",2,"TV and Video",203,"Home Theater System"
252,203061,"Contoso Home Theater System 2.1 Channel M1230 Black","Contoso, Ltd","Contoso","Black","pounds","73","183.54","360",2,"TV and Video",203,"Home Theater System"
253,203062,"Contoso Home Theater System 2.1 Channel E1200 Silver","Contoso, Ltd","Contoso","Silver","pounds","90.8","152.44","299",2,"TV and Video",203,"Home Theater System"
254,203063,"Contoso Home Theater System 2.1 Channel M1210 Silver","Contoso, Ltd","Contoso","Silver","pounds","32.3","167.73","329",2,"TV and Video",203,"Home Theater System"
255,203064,"Contoso Home Theater System 7.1 Channel M1700 Silver","Contoso, Ltd","Contoso","Silver","pounds","37.5","294.54","889",2,"TV and Video",203,"Home Theater System"
256,203065,"Contoso Home Theater System 4.1 Channel M1400 Silver","Contoso, Ltd","Contoso","Silver","pounds","40","208.52","409",2,"TV and Video",203,"Home Theater System"
257,203066,"Contoso Home Theater System 5.1 Channel M1500 Silver","Contoso, Ltd","Contoso","Silver","pounds","11","197.28","429",2,"TV and Video",203,"Home Theater System"
258,203067,"Contoso Home Theater System 5.1 Channel M1510 Silver","Contoso, Ltd","Contoso","Silver","pounds","48","224.87","489",2,"TV and Video",203,"Home Theater System"
259,203068,"Contoso Home Theater System 4.1 Channel M1410 Silver","Contoso, Ltd","Contoso","Silver","pounds","66","167.73","329",2,"TV and Video",203,"Home Theater System"
260,203069,"Contoso Home Theater System 5.1 Channel M1520 Silver","Contoso, Ltd","Contoso","Silver","pounds","84","155.89","339",2,"TV and Video",203,"Home Theater System"
261,203070,"Contoso Home Theater System 5.1 Channel M1530 Silver","Contoso, Ltd","Contoso","Silver","pounds","33.1","183.49","399",2,"TV and Video",203,"Home Theater System"
262,203071,"Contoso Home Theater System 2.1 Channel E1220 Silver","Contoso, Ltd","Contoso","Silver","pounds","62","101.46","199",2,"TV and Video",203,"Home Theater System"
263,203072,"Contoso Home Theater System 5.1 Channel M1540 Silver","Contoso, Ltd","Contoso","Silver","pounds","34","243.27","529",2,"TV and Video",203,"Home Theater System"
264,203073,"Contoso Home Theater System 4.1 Channel M1420 Silver","Contoso, Ltd","Contoso","Silver","pounds","44.1","244.72","480",2,"TV and Video",203,"Home Theater System"
265,203074,"Contoso Home Theater System 2.1 Channel M1230 Silver","Contoso, Ltd","Contoso","Silver","pounds","11.4","183.54","360",2,"TV and Video",203,"Home Theater System"
266,203075,"Contoso Home Theater System 2.1 Channel E1200 White","Contoso, Ltd","Contoso","White","pounds","37.2","152.44","299",2,"TV and Video",203,"Home Theater System"
267,203076,"Contoso Home Theater System 2.1 Channel M1210 White","Contoso, Ltd","Contoso","White","pounds","19","167.73","329",2,"TV and Video",203,"Home Theater System"
268,203077,"Contoso Home Theater System 7.1 Channel M1700 White","Contoso, Ltd","Contoso","White","pounds","41","294.54","889",2,"TV and Video",203,"Home Theater System"
269,203078,"Contoso Home Theater System 4.1 Channel M1400 White","Contoso, Ltd","Contoso","White","pounds","7.5","208.52","409",2,"TV and Video",203,"Home Theater System"
270,203079,"Contoso Home Theater System 5.1 Channel M1500 White","Contoso, Ltd","Contoso","White","pounds","11.4","197.28","429",2,"TV and Video",203,"Home Theater System"
271,203080,"Contoso Home Theater System 5.1 Channel M1510 White","Contoso, Ltd","Contoso","White","pounds","65","224.87","489",2,"TV and Video",203,"Home Theater System"
272,203081,"Contoso Home Theater System 4.1 Channel M1410 White","Contoso, Ltd","Contoso","White","pounds","34","167.73","329",2,"TV and Video",203,"Home Theater System"
273,203082,"Contoso Home Theater System 5.1 Channel M1520 White","Contoso, Ltd","Contoso","White","pounds","30.5","155.89","339",2,"TV and Video",203,"Home Theater System"
